Fac Id,Region,Name,Address 1,Address 2,City,Zip 5,County,Fac Type,Ceds Fac Id,State
3021372,NVRO,ATTKISSON EXCAVATING,13210 Spriggs Rd,,Manassas,22111,Manassas City,COMMERCIAL,2.00E+11,VA
3009646,NVRO,FORMER AT&T FACILITY,1602 William St,,Fredericksburg,22401,Fredericksburg City,UTILITY,2.00E+11,VA
3009570,NVRO,AT&T L240830 - EDGEHILL TOWER SITE,Rte 205,,King George,22485,King George County,UTILITY,2.00E+11,VA
3009588,NVRO,AT&T L242120,Fire Trail Rd,,Linden,22642,Fauquier County,UTILITY,2.00E+11,VA
3009591,NVRO,AT&T L243770,Route 215,,Prince William,22123,Prince William County,UTILITY,2.00E+11,VA
3025269,NVRO,AT&T VA #246470,10110 Battleview Pkwy,,Manassas,22110,Manassas City,UNKNOWN,2.00E+11,VA
3023947,NVRO,PRTC Bus Garage Facility,2540 Horner Rd,,Woodbridge,22192,Prince William County,LOCAL,2.00E+11,VA
3005079,NVRO,ATLANTIC COMMERCIAL CONSTRUCTION,71 George Mason Rd,,Stafford,22554,Stafford County,CONTRACTOR,2.00E+11,VA
3006709,NVRO,RIVERHOUSE III,1600 S Joyce St,,Arlington,22202,Arlington County,COMMERCIAL,2.00E+11,VA
3021228,NVRO,Aspen House Apartments,3201 Landover St,,Alexandria,22305,Alexandria City,RESIDENTIAL,2.00E+11,VA
3009574,NVRO,AT&T DRANESVILLE L24430,933 Rolling Holly Dr,,Dranesville,22070,Fairfax County,UTILITY,2.00E+11,VA
3009573,NVRO,AT&T VA4480 - Arlington,900 S Walter Reed Dr,,Arlington,22204,Arlington County,UTILITY,2.00E+11,VA
3009592,NVRO,AT&T QUANTICO L243620,Route 234 and Mccord Rd,,Quantico,22134,Prince William County,UTILITY,2.00E+11,VA
3009572,NVRO,ALEXANDRIA B24K020,101 Ledbeater St,,Alexandria,22305,Alexandria City,UTILITY,2.00E+11,VA
3002107,NVRO,ARMY-NAVY COUNTRY CLUB,3315 Old Lee Hwy,,Fairfax,22030,Fairfax City,COMMERCIAL,2.00E+11,VA
3013895,NVRO,Arnold Jarrell / Burrhill Grocery,Star Route Box 16,,Orange,22433,Orange County,GAS STATION,2.00E+11,VA
3014099,NVRO,ARRINGTON MOTORS,156 Alexandria Pike,,Warrenton,20186,Fauquier County,AUTO DEALER,2.00E+11,VA
3012634,NVRO,ARTERY CORP,4227 Whiting Rd,,Marshall,22115,Fauquier County,COMMERCIAL,2.00E+11,VA
3011848,NVRO,Artisan Incorporated - Shop and Office,324 Dominion Rd NE,,Vienna,22180,Fairfax County,COMMERCIAL,2.00E+11,VA
3026819,NVRO,ARTULO BURROLA,807 3rd St,,Fairfax,22070,Fairfax County,RESIDENTIAL,2.00E+11,VA
3014941,NVRO,ASC IMPORTED AUTO PARTS,4004 N 5th Rd,,Arlington,22203,Arlington County,UNKNOWN,2.00E+11,VA
3010500,NVRO,Arlington National Cemetery,Various Buildings,,Arlington,22211,Arlington County,FEDERAL NON-MILITARY,2.00E+11,VA
3012645,NVRO,Defense Info Sys Agency  Arlington Svc Cntr,701 S Courthouse Rd,,Arlington,22210,Arlington County,FEDERAL MILITARY,2.00E+11,VA
3001548,NVRO,RENT FOR LESS / UNITED AUTO,2901 N Washington Blvd,,Arlington,22201,Arlington County,TRUCKING TRANSPORT,2.00E+11,VA
3015390,NVRO,ARLONDS STORE,13145 Mountain Rd,,Lovettsville,22080,Loudoun County,GAS STATION,2.00E+11,VA
3008677,NVRO,Arlington County Fire Station #2,4805 Wilson Blvd,,Arlington,22203,Arlington County,LOCAL,2.00E+11,VA
3008675,NVRO,Arlington County Fire Station #8,4845 Langston Blvd,,Arlington,22207,Arlington County,LOCAL,2.00E+11,VA
3008676,NVRO,Arlington County Refuse Transfer Station,500 31st St S,,Arlington,22202,Arlington County,LOCAL,2.00E+11,VA
3022927,NVRO,ARLINGTON COUNTY RESIDENTIAL PROGRAM/ROW,1554 Columbia Pike,,Arlington,22204,Arlington County,STATE,2.00E+11,VA
3008673,NVRO,Arlington County Trades Center,2701 S Taylor St,,Arlington,22206,Arlington County,LOCAL,2.00E+11,VA
3020586,NVRO,Arlington Hall Station - Army National Guard,111 S George Mason Dr,,Arlington,22212,Arlington County,FEDERAL MILITARY,2.00E+11,VA
3003239,NVRO,Arcadia Service,5411 Arcadia Rd,,Woodford,22580,Caroline County,GAS STATION,2.00E+11,VA
3009077,NVRO,ARCHBOLD INVESTMENT CO,33846 Foxlease Farm,,Upperville,20184,Loudoun County,COMMERCIAL,2.00E+11,VA
3014966,NVRO,ARCO,Route 3 Box 549L,,Stafford,22554,Stafford County,GAS STATION,2.00E+11,VA
3001026,NVRO,ARCOLA VOLUNTEER FIRE DEPARTMENT,24300 Stone Springs Blvd,,Sterling,20166,Loudoun County,LOCAL,2.00E+11,VA
3023885,NVRO,AREA I ADMINISTRATIVE OFFICE,6520 Diana Ln,,Fairfax,22310,Fairfax County,LOCAL,2.00E+11,VA
3003762,NVRO,ARLINGTON ARMATURE INC,8482 Terminal Rd,,Lorton,22079,Fairfax County,COMMERCIAL,2.00E+11,VA
3030804,NVRO,Arlington County Trades Center,4251 S 28th St,,Arlington,22206,Arlington County,LOCAL,2.00E+11,VA
3018856,NVRO,AQUIA BRIDGE PUMP STATION,Aquia Dr,,Stafford,22554,Stafford County,LOCAL,2.00E+11,VA
3014921,NVRO,Aquia Harbour Maintenance Shop,1221 Washington Dr,,Stafford,22554,Stafford County,COMMERCIAL,2.00E+11,VA
3014923,NVRO,Aquia Harbour Golf Course Maintenance,202 Monitor Cove,,Stafford,22554,Stafford County,COMMERCIAL,2.00E+11,VA
3012826,NVRO,Annandale Service Center,7029 Columbia Pike,,Annandale,22003,Fairfax County,GAS STATION,2.00E+11,VA
3001802,NVRO,ANNANDALE SHOPPING CENTER,7040 Columbia Pike,,Annandale,22003,Fairfax County,COMMERCIAL,2.00E+11,VA
3000286,NVRO,Virginia Paving Company Chantilly Plant,25094 Tanner Ln,,Chantilly,20152,Loudoun County,INDUSTRIAL,2.00E+11,VA
3000283,NVRO,Virginia Paving Company Occoquan Plant,10000 Ox Rd,,Lorton,22079,Fairfax County,INDUSTRIAL,2.00E+11,VA
3000284,NVRO,Superior Paving Corp Spotsylvania HAM Facilit,9010 Luck Stone Ln,,Fredericksburg,22407,Spotsylvania County,COMMERCIAL,2.00E+11,VA
3020557,NVRO,ANDYS #3,318 Broadview Ave,,Warrenton,20186,Fauquier County,GAS STATION,2.00E+11,VA
3022178,NVRO,Sams Food Mart,11901 Tidewater Trl,,Fredericksburg,22408,Spotsylvania County,GAS STATION,2.00E+11,VA
3014884,NVRO,Remingtons Deli,25734 A P Hill Blvd,,Port Royal,22535,Caroline County,GAS STATION,2.00E+11,VA
3000282,NVRO,Anna Point Marina,13721 Anna Point Ln,,Mineral,23117,Spotsylvania County,COMMERCIAL,2.00E+11,VA
3005320,NVRO,ANNANDALE HIGH SCHOOL,4700 Medford Dr,,Annandale,22003,Fairfax County,LOCAL,2.00E+11,VA
3008607,NVRO,STANARD CO (THE) INT AMOCO,1012 Warrenton Rd,,Fredericksburg,22401,Fredericksburg City,GAS STATION,2.00E+11,VA
3034612,NVRO,Sterling Park Exxon,22605 Glenn Dr,,Sterling Park,20164,Loudoun County,GAS STATION,2.00E+11,VA
3014575,NVRO,Everyday 3552,329 Washington St,,Madison,22727,Madison County,GAS STATION,2.00E+11,VA
3003676,NVRO,Arlington Auto Clinic dba Wilson Gas,5000 Wilson Blvd,,Arlington,22203,Arlington County,GAS STATION,2.00E+11,VA
3021767,NVRO,ANDERSON & CRAMER INC,11109 Sunset Hills Rd,,Reston,22090,Fairfax County,COMMERCIAL,2.00E+11,VA
3014762,NVRO,AMOCO OIL CO,Mathis Ave,,Manassas,20110,Prince William County,GAS STATION,2.00E+11,VA
3014803,NVRO,AMOCO OIL CO,George St and Charles St,,Fredericksburg,22401,Fredericksburg City,GAS STATION,2.00E+11,VA
3014807,NVRO,AMOCO OIL COMPANY,Quinn St and Wilson Blvd,,Arlington,22209,Arlington County,GAS STATION,2.00E+11,VA
3014780,NVRO,AMOCO OIL CO,Richmond Washington Hwy,,Stafford,22401,Fredericksburg City,GAS STATION,2.00E+11,VA
3003712,NVRO,AMOCO OIL CO S/S 1107,Route 340 and 671,,Loudoun Heights,20132,Loudoun County,GAS STATION,2.00E+11,VA
3003714,NVRO,Leesburg Amoco Food Shop,2 S Harrison St,,Leesburg,22075,Loudoun County,GAS STATION,2.00E+11,VA
3003709,NVRO,BP Amoco Station 901,3013 Gallows Rd,,Falls Church,22042,Fairfax County,GAS STATION,2.00E+11,VA
3015507,NVRO,Fas Mart 3522,109 E Gordon Ave,,Gordonsville,22942,Orange County,GAS STATION,2.00E+11,VA
3001244,NVRO,GROVETON CAR WASH,6737 Richmond Hwy,,Alexandria,22306,Fairfax County,COMMERCIAL,2.00E+11,VA
3003680,NVRO,GPM 21925,1435 Old Bridge Rd,,Woodbridge,22192,Prince William County,GAS STATION,2.00E+11,VA
3025525,NVRO,Lafayette Gulf,4300 Lafayette Blvd,,Fredericksburg,22401,Fredericksburg City,GAS STATION,2.00E+11,VA
3014729,NVRO,AMOCO OIL CO,1101 Cameron St,,Alexandria,22308,Fairfax County,GAS STATION,2.00E+11,VA
3014839,NVRO,Amoco Oil Company,3444 N Fairfax,,Arlington,22201,Arlington County,GAS STATION,2.00E+11,VA
3014776,NVRO,AMOCO OIL CO,6254 Brandon Ave,,Fairfax,22150,Fairfax County,GAS STATION,2.00E+11,VA
3021035,NVRO,AMOCO OIL CO,9509 Fairfax Blvd,,Fairfax,22031,Fairfax City,GAS STATION,2.00E+11,VA
3014766,NVRO,AMOCO OIL CO,Kershaw St,,Fredericksburg,22401,Fredericksburg City,GAS STATION,2.00E+11,VA
3014788,NVRO,AMOCO OIL CO,Fairfax St or Taylor St,,Arlington,22204,Arlington County,GAS STATION,2.00E+11,VA
3021039,NVRO,AMOCO OIL CO,9601 Colonial Ave,,Fairfax,22031,Fairfax County,GAS STATION,2.00E+11,VA
3003645,NVRO,GPM 21401,8263 Richmond Hwy,,Alexandria,22309,Fairfax County,GAS STATION,2.00E+11,VA
3003704,NVRO,AMOCO OIL CO S/S 858,12218 Lee Jackson Hwy,,Fairfax,22030,Fairfax City,GAS STATION,2.00E+11,VA
3003705,NVRO,AMOCO OIL CO S/S 866,Route 639,,Ladysmith,22501,Caroline County,GAS STATION,2.00E+11,VA
3003732,NVRO,Seibert's Fredericksburg West BP,5150 Plank Rd,,Fredericksburg,22407,Fredericksburg City,GAS STATION,2.00E+11,VA
3003734,NVRO,Rodrigues Motors,1901 Princess Anne St,,Fredericksburg,22401,Fredericksburg City,COMMERCIAL,2.00E+11,VA
3003656,NVRO,Royal Farms # 335,2216 Plank Rd,,Fredericksburg,22401,Fredericksburg City,GAS STATION,2.00E+11,VA
3003660,NVRO,Amoco Oil Company S/S 438,6630 Richmond Hwy,,Alexandria,22306,Fairfax County,GAS STATION,2.00E+11,VA
3025520,NVRO,Mapledale BP,13601 Mapledale Ave,,Dale City,22193,Prince William County,GAS STATION,2.00E+11,VA
3003646,NVRO,AMOCO OIL CO S/S 194,19th N Moore St,,Arlington,22209,Arlington County,GAS STATION,2.00E+11,VA
3021040,NVRO,AMOCO OIL CO,Madison Ave,,Warrenton,22186,Fauquier County,GAS STATION,2.00E+11,VA
3014836,NVRO,AMOCO,Route 1,,Woodbridge,22191,Prince William County,GAS STATION,2.00E+11,VA
3014792,NVRO,AMOCO OIL CO,Route 1 and Interstate 495,,Alexandria,22305,Alexandria City,GAS STATION,2.00E+11,VA
3003883,NVRO,American Trucking Association,2200 Mill Rd,,Alexandria,22314,Alexandria City,COMMERCIAL,2.00E+11,VA
3010441,NVRO,AMERICAN WOODMARK - ORANGE DIMENSION PLANT,281 Kentucky Rd,,Orange,22960,Orange County,INDUSTRIAL,2.00E+11,VA
3022871,NVRO,Kmart - Bridgewood Shopping Center,13440 Jefferson Davis Hwy,,Woodbridge,22191,Prince William County,COMMERCIAL,2.00E+11,VA
3026233,NVRO,AMES STORE #0250,349 Garrisonville Rd,,Stafford,22554,Stafford County,COMMERCIAL,2.00E+11,VA
3014820,NVRO,R.L. RAND & COMPANY / AMOCO OIL CO,1615 N Quaker Ln,,Alexandria,22302,Alexandria City,GAS STATION,2.00E+11,VA
3014838,NVRO,AMOCO OIL CO,5920 Leesburg Pike,,Falls Church,22041,Fairfax County,GAS STATION,2.00E+11,VA
3021285,NVRO,Langley Square Service Center,6335 Georgetown Pike,,McLean,22101,Fairfax County,GAS STATION,2.00E+11,VA
3013851,NVRO,American Center,8300 Boone Blvd,,Fairfax,22182,Fairfax County,COMMERCIAL,2.00E+11,VA
3006632,NVRO,AMERICAN HORTICULTURAL SOCIETY,7931 E Boulevard Dr,,Alexandria,22308,Fairfax County,UNKNOWN,2.00E+11,VA
3003229,NVRO,Quest Diagnostics,14225 Newbrook Dr,,Chantilly,20151,Fairfax County,COMMERCIAL,2.00E+11,VA
3012772,NVRO,AMERICAN PRESS INC,1 American Pl,,Gordonsville,22942,Orange County,COMMERCIAL,2.00E+11,VA
3008209,NVRO,AMERICAN PRESS INSTITUTE,11690 Sunrise Valley Dr,,Reston,22091,Fairfax County,COMMERCIAL,2.00E+11,VA
3002203,NVRO,AMERICAN RED CROSS NATIONAL HEADQUARTERS,8111 Gatehouse Rd,,Falls Church,22042,Fairfax County,COMMERCIAL,2.00E+11,VA
3005101,NVRO,AMERICAN SELF STORAGE,4551 Eisenhower Ave,,Alexandria,22313,Alexandria City,COMMERCIAL,2.00E+11,VA
3022329,NVRO,AMERICAN SILK MILLS CORP,301 Madison Rd,,Orange,22960,Orange County,COMMERCIAL,2.00E+11,VA
3023661,NVRO,Cedar Green Road LLC,22884 Cedar Green Rd,,Sterling,20166,Loudoun County,TRUCKING TRANSPORT,2.00E+11,VA
3005059,NVRO,ALLIED PLYWOOD CORP,4740 Eisenhower Ave,,Alexandria,22304,Alexandria City,COMMERCIAL,2.00E+11,VA
3003176,NVRO,ALS MOTORS INC,3910 Wilson Blvd,,Arlington,22203,Arlington County,AUTO DEALER,2.00E+11,VA
3024555,NVRO,ALTRANS TRANSMISSION,281 Broadview Ave,,Warrenton,22186,Fauquier County,COMMERCIAL,2.00E+11,VA
3011990,NVRO,EDENTON J ALVIN,10504 Rhoads Dr,,Fredericksburg,22407,Spotsylvania County,UNKNOWN,2.00E+11,VA
3022196,NVRO,Coresite Real Estate 12100 Sunrise Valley Dr,12100 Sunrise Valley Dr,,Reston,20191,Fairfax County,COMMERCIAL,2.00E+11,VA
3014396,NVRO,230 Market,5708 Orange Rd,,Radiant,22732,Madison County,GAS STATION,2.00E+11,VA
3000936,NVRO,WELLINGTON #1 PUMPING STATION,7831 Southdown Rd,,Alexandria,22308,Fairfax County,LOCAL,2.00E+11,VA
3024352,NVRO,ALL-AMERICAN SPORTS,4011 Jefferson Davis Hwy,,Stafford,22544,Stafford County,COMMERCIAL,2.00E+11,VA
3007178,NVRO,ALLEGHENY PEPSI COLA BOTTLING COMPANY,305 Hanson Ave,,Fredericksburg,22401,Fredericksburg City,COMMERCIAL,2.00E+11,VA
3020921,NVRO,VINSON & LILLIAN ALLEN,335 S Washington St,,Falls Church,22046,Falls Church City,COMMERCIAL,2.00E+11,VA
3020922,NVRO,Alliance Fertilizer Corporation,15679 Colonial Rd,,Milford,22514,Caroline County,CONTRACTOR,2.00E+11,VA
3001538,NVRO,ALEXANDRIA DRAFTING CO,6440 General Green Way,,Alexandria,22312,Fairfax County,COMMERCIAL,2.00E+11,VA
3024097,NVRO,FIRE STATION CO NO 24,8701 Lukens Ln,,Alexandria,22309,Fairfax County,LOCAL,2.00E+11,VA
3006721,NVRO,FIRE STATION #53,3801 Cameron Mills Rd,,Alexandria,22312,Fairfax County,LOCAL,2.00E+11,VA
3006720,NVRO,FIRE STATION #54,900 Second St,,Alexandria,22314,Alexandria City,LOCAL,2.00E+11,VA
3006719,NVRO,FIRE STATION #55,1210 Cameron St,,Alexandria,22314,Alexandria City,LOCAL,2.00E+11,VA
3006717,NVRO,FIRE STATION #58,175 N Paxton St,,Alexandria,22304,Alexandria City,LOCAL,2.00E+11,VA
3008551,NVRO,ALEXANDRIA POLICE DEPARTMENT,400 N Pitt St,,Alexandria,22314,Alexandria City,LOCAL,2.00E+11,VA
3007171,NVRO,ALEXANDRIA SCHOOLS VEHICLE MAINT FACILITY,3540 Wheeler Ave,,Alexandria,22304,Alexandria City,LOCAL,2.00E+11,VA
3024619,NVRO,ALEXANDRIA SCRAP YARD,2324 Mill Rd,,Alexandria,22314,Alexandria City,COMMERCIAL,2.00E+11,VA
3008371,NVRO,Aldie Elementary School,23269 Meeting House Ln,,Aldie,20105,Loudoun County,LOCAL,2.00E+11,VA
3020898,NVRO,AGRO LAWN SERVICES,432 Mill St NE,,Vienna,22180,Fairfax County,COMMERCIAL,2.00E+11,VA
3021371,NVRO,"ABEL INDUSTRIES, INC",16815 Interstate Dr,,Dumfries,22026,Prince William County,INDUSTRIAL,2.00E+11,VA
3018860,NVRO,ABEL LAKE BOOSTER PUMP STATION,Enon Rd Route 753 and 653,,Stafford,22401,Fredericksburg City,LOCAL,2.00E+11,VA
3011522,NVRO,ALDIE SCALES,39813 John Mosby Hwy,,Aldie,20105,Loudoun County,STATE,2.00E+11,VA
3020058,NVRO,CITY OF ALEX MOTOR EQUIP DIV,133 S Quaker Ln,,Alexandria,22314,Alexandria City,LOCAL,2.00E+11,VA
3022327,NVRO,ALEXANDRIA COUNTY DAY SCHOOL,2400 Russell Rd,,Alexandria,22301,Alexandria City,LOCAL,2.00E+11,VA
3012745,NVRO,"AILEEN, INC",Route 641,,Flint Hill,22627,Rappahannock County,COMMERCIAL,2.00E+11,VA
3014686,NVRO,AIR PHOTOGRAPHICS INC,130 E Main St,,Purcellville,22132,Loudoun County,COMMERCIAL,2.00E+11,VA
3000785,NVRO,"AIR POWER, INC",43694 John Mosby Hwy,,Chantilly,22152,Loudoun County,COMMERCIAL,2.00E+11,VA
3018266,NVRO,AIRCO WELDING SUPPLY,5 Rodney Ln,,Fredericksburg,22401,Fredericksburg City,COMMERCIAL,2.00E+11,VA
3022114,NVRO,Airline Tariff Publishing  Co,45005 Aviation Dr,,Dulles,22021,Loudoun County,COMMERCIAL,2.00E+11,VA
3019252,NVRO,AIRPORT PUMPING STATION,890 Sycolin Rd SE,,Leesburg,20175,Loudoun County,LOCAL,2.00E+11,VA
3010563,NVRO,AJS BAR-B-Q,Hwy 301,,Dahlgren,22448,King George County,COMMERCIAL,2.00E+11,VA
3010100,NVRO,"ADCOM, INC",7958 Cameron Brown Ct,,Springfield,22153,Fairfax County,COMMERCIAL,2.00E+11,VA
3005297,NVRO,Fairfax County Police Admin Building,10600 Page Ave,,Fairfax,22030,Fairfax City,LOCAL,2.00E+11,VA
3011722,NVRO,AE&G LANDSCAPE SERVICES,7920 Woodruff Ct,,Springfield,22151,Fairfax County,CONTRACTOR,2.00E+11,VA
3003937,NVRO,AF&AM MASONIC,801 Princess Anne St,,Fredericksburg,22401,Fredericksburg City,COMMERCIAL,2.00E+11,VA
3001536,NVRO,AGRI,400 Hooffs Run Dr,,Alexandria,22314,Alexandria City,COMMERCIAL,2.00E+11,VA
3024673,NVRO,ABUTMENT,7515 Lee Hwy,,Mosby,22042,Fairfax County,STATE,2.00E+11,VA
3017984,NVRO,ACTION AUTOMOTIVE,8150 Richmond Hwy,,Alexandria,22309,Fairfax County,COMMERCIAL,2.00E+11,VA
3010426,NVRO,A&R TOOL & EQUIPMENT,7131 Lee Hwy,,Falls Church,22046,Falls Church City,COMMERCIAL,2.00E+11,VA
3010425,NVRO,US RENTALS / A&R TOOL & EQUIPMENT TOOLS,8231 Lee Hwy,,Fairfax,22031,Fairfax County,COMMERCIAL,2.00E+11,VA
3018527,NVRO,Pr Wm County Service Authority Headquarters,12610 Greatbridge Rd,,Woodbridge,22192,Prince William County,LOCAL,2.00E+11,VA
3014645,NVRO,AAA Recycling and Trash Removal Services,4619 West Ox Rd,,Fairfax,22030,Fairfax County,GAS STATION,2.00E+11,VA
3003628,NVRO,AAL QUIP CORP,13409 Occoquan Rd,,Woodbridge,22191,Prince William County,COMMERCIAL,2.00E+11,VA
3018871,NVRO,AAMCO - MANASSAS,10505 Crestwood Dr,,Manassas,22110,Manassas City,COMMERCIAL,2.00E+11,VA
3003044,NVRO,A.N. Johnston Construction Company,7309 River Rd,,Fredericksburg,22401,Fredericksburg City,CONTRACTOR,2.00E+11,VA
3005261,NVRO,A One Auto Service Inc,2715 Huntington Ave,,Alexandria,22303,Fairfax County,COMMERCIAL,2.00E+11,VA
3011680,NVRO,A.T. Garner Trucking,Route 11 Box 363,,Fredericksburg,22401,Fredericksburg City,TRUCKING TRANSPORT,2.00E+11,VA
3002785,NVRO,A W Mitchell and Company Incorporated,Prince Edward St and Wolfe St,,Fredericksburg,22404,Fredericksburg City,AUTO DEALER,2.00E+11,VA
3002784,NVRO,"A.W. MITCHELL & COMPANY, INC",Route 15 S,,Orange,22960,Orange County,COMMERCIAL,2.00E+11,VA
3008970,NVRO,Quarles Petroleum 54701 / 27309,1314 Orange Rd,,Culpeper,22701,Culpeper County,GAS STATION,2.00E+11,VA
3024605,NVRO,Fairfax Motors,9909 Main St,,Fairfax,22031,Fairfax City,COMMERCIAL,2.00E+11,VA
3020211,NVRO,7 Eleven 32140,201 Garrisonville Rd,,Stafford,22554,Stafford County,GAS STATION,2.00E+11,VA
3024649,NVRO,7 Eleven 32149,16806 Jefferson Davis Hwy,,Dumfries,22026,Prince William County,GAS STATION,2.00E+11,VA
3004194,NVRO,8230 LEESBG PIKE LTD PARTNER,1355 Beverly Rd,,McLean,22101,Fairfax County,COMMERCIAL,2.00E+11,VA
3004083,NVRO,Tysons BP Amoco,8230 Leesburg Pike,,Vienna,22180,Fairfax County,GAS STATION,2.00E+11,VA
3007217,NVRO,A.A. BEIRO CONSTRUCTION CO INC,3015 Colvin St,,Alexandria,22314,Alexandria City,CONTRACTOR,2.00E+11,VA
3003325,NVRO,A FLETCHER CONST,7380 Filly Ln,,Warrenton,22186,Fauquier County,CONTRACTOR,2.00E+11,VA
3022935,NVRO,7 Eleven 26941,15621 Jefferson Davis Hwy,,Woodbridge,22191,Prince William County,GAS STATION,2.00E+11,VA
3025619,NVRO,7 Eleven 27740,20955 Davenport Dr,,Sterling,22170,Loudoun County,GAS STATION,2.00E+11,VA
3014414,NVRO,7-ELEVEN #28430,1111 Jefferson Davis Hwy,,Fredericksburg,22401,Fredericksburg City,GAS STATION,2.00E+11,VA
3017459,NVRO,7 Eleven 28434,11101 Leavells Rd,,Spotsylvania,22407,Spotsylvania County,GAS STATION,2.00E+11,VA
3024648,NVRO,7 Eleven 28505,8498 Euclid Ave,,Manassas Park,20112,Manassas Park City,GAS STATION,2.00E+11,VA
3015393,NVRO,7 Eleven 28523,814 N Main St,,Culpeper,22701,Culpeper County,GAS STATION,2.00E+11,VA
3004337,NVRO,7 Eleven 30485,14203 Lee Hwy,,Gainesville,22065,Prince William County,GAS STATION,2.00E+11,VA
3004331,NVRO,7 Eleven 20412,4075 Sudley Rd,,Haymarket,20169,Prince William County,GAS STATION,2.00E+11,VA
3004298,NVRO,7 Eleven Store 20504,12450 James Madison Pkwy,,King George,22485,King George County,GAS STATION,2.00E+11,VA
3004300,NVRO,7 Eleven Store 20752,9127 Courthouse Rd,,Spotsylvania,22553,Spotsylvania County,GAS STATION,2.00E+11,VA
3004332,NVRO,7 Eleven 21482,Rte S 29 Seminole Trl,,Madison,22727,Madison County,GAS STATION,2.00E+11,VA
3025620,NVRO,7 Eleven 21882,5291 James Madison Hwy,,King George,22485,King George County,GAS STATION,2.00E+11,VA
3024280,NVRO,7-ELEVEN #23427,3201 W Ox Rd,,Fairfax,20171,Fairfax County,GAS STATION,2.00E+11,VA
3004335,NVRO,7 Eleven 23496,11021 Marsh Rd,,Bealeton,22712,Fauquier County,GAS STATION,2.00E+11,VA
3004306,NVRO,7 Eleven 24098,3401 Plank Rd,,Fredericksburg,22407,Spotsylvania County,GAS STATION,2.00E+11,VA
3004334,NVRO,7 Eleven Store 23412,5059 Lee Hwy,,Warrenton,20187,Fauquier County,GAS STATION,2.00E+11,VA
3004336,NVRO,7 Eleven 24539,700 E Main St,,Purcellville,20132,Loudoun County,GAS STATION,2.00E+11,VA
3004340,NVRO,7 Eleven 10788,171 Garrisonville Rd,,Stafford,22554,Stafford County,GAS STATION,2.00E+11,VA
3004287,NVRO,7 Eleven 11119,905 Lafayette Blvd,,Fredericksburg,22401,Fredericksburg City,GAS STATION,2.00E+11,VA
3004293,NVRO,7 Eleven 15548,101 Byrd St,,Orange,22960,Orange County,GAS STATION,2.00E+11,VA
3004342,NVRO,7 Eleven 16938,2143 Jefferson Davis Hwy,,Stafford,22554,Stafford County,GAS STATION,2.00E+11,VA
3004325,NVRO,7 Eleven 17206,520 James Madison Hwy,,Culpeper,22701,Culpeper County,GAS STATION,2.00E+11,VA
3004343,NVRO,7 Eleven 17219,2237 Garrisonville Rd,,Stafford,22554,Stafford County,GAS STATION,2.00E+11,VA
3004327,NVRO,7-Eleven18467,13101 Nokesville Rd,,Nokesville,20181,Prince William County,GAS STATION,2.00E+11,VA
3004294,NVRO,7 Eleven 18551,324 White Oak Rd,,Falmouth,22405,Stafford County,GAS STATION,2.00E+11,VA
3004329,NVRO,7 Eleven 19048,7347 Comfort Inn Ln,,Warrenton,22186,Fauquier County,GAS STATION,2.00E+11,VA
3004296,NVRO,7 Eleven 19321,5545 Germanna Hwy,,Locust Grove,22508,Orange County,GAS STATION,2.00E+11,VA
3002523,NVRO,Reston Town Center,11921 Freedom Dr,,Reston,20190,Fairfax County,COMMERCIAL,2.00E+11,VA
3014134,NVRO,29 QUICK MART,Rte 29 and Rte 28,,Remington,22734,Fauquier County,GAS STATION,2.00E+11,VA
3023969,NVRO,400 ARMY NAVY DRIVE ASSOC II LTD,400 Army Navy Dr,,Arlington,22202,Arlington County,COMMERCIAL,2.00E+11,VA
3030809,NVRO,495 TRUCKING,Old Ox Rd - Route 606,,Sterling,20166,Loudoun County,TRUCKING TRANSPORT,2.00E+11,VA
3006267,NVRO,6631 CENTER BLDG FRONT,6621 6631 and 6641 Wakefield Dr,,Alexandria,22307,Fairfax County,RESIDENTIAL,2.00E+11,VA
3006268,NVRO,6641 BLDG FRONT,6621 6631 and 6641 Wakefield Dr,,Alexandria,22307,Fairfax County,RESIDENTIAL,2.00E+11,VA
3006269,NVRO,6621 BLDG FRONT,6621 6631 and 6641 Wakefield Dr,,Alexandria,22307,Fairfax County,RESIDENTIAL,2.00E+11,VA
3004323,NVRO,7 Eleven 10661,883 N Main St,,Culpeper,22701,Culpeper County,GAS STATION,2.00E+11,VA
4026809,PRO,Atlantic Industrial Services,13331 Ramblewood Dr,,Chester,23836,Chesterfield County,COMMERCIAL,2.00E+11,VA
4020808,PRO,Hanover Learning Center,7093 Broad Neck Rd,,Hanover,23069,Hanover County,STATE,2.00E+11,VA
7009058,PRO,YOGAVILLE,108 Yogaville Way,,Buckingham,23921,Buckingham County,COMMERCIAL,2.00E+11,VA
4038164,PRO,Walter L Kilduff Incorporated,691 Main St,,Reedville,22539,Northumberland County,PETROLEUM DISTRIBUTOR,2.00E+11,VA
4018119,PRO,Stella-Jones Corporation,15939 Historyland Hwy,,Warsaw,22572,Richmond County,INDUSTRIAL,2.00E+11,VA
4021323,PRO,Henry W Woody Incorporated,1771 Parham Rd,,Henrico,23229,Henrico County,COMMERCIAL,2.00E+11,VA
4002197,PRO,Mathews Bulk Plant,10551 Buckley Hall Rd,,Mathews,23109,Mathews County,PETROLEUM DISTRIBUTOR,2.00E+11,VA
